"","way_id","sessions","points"
"3548",386440058,7,87
"3549",386440172,8,199
"3550",386440303,1,1
"3551",386440314,1,44
"3552",386440317,2,12
"3553",386440367,1,1
"3554",386440377,2,23
"3555",386578485,48,289
"3556",386578486,11,62
"3557",386578487,7,108
"3558",386578516,47,87
"3559",386578574,2,53
"3560",386578577,1,1
"3561",386578584,26,276
"3562",386578590,7,180
"3563",388048413,4,15
"3564",388048416,2,18
"3565",388048417,5,56
"3566",390157767,38,227
"3567",390157770,62,315
"3568",390157776,65,246
"3569",390238877,1,38
"3570",391839883,8,21
"3571",391839888,2,76
"3572",391839889,3,4
"3573",391839892,2,6
"3574",391839893,2,2
"3575",391839894,1,3
"3576",391839895,4,6
"3577",391839896,9,283
"3578",391839898,3,17
"3579",391839899,1,55
"3580",391839900,2,2
"3581",391839901,4,8
"3582",391839902,1,1
"3583",391839908,2,63
"3584",391839909,2,20
"3585",391839910,4,70
"3586",391839911,2,29
"3587",394169424,5,21
"3588",394998026,3,401
"3589",396485358,2,57
"3590",397645644,1,41
"3591",397645645,1,4
"3592",397645646,1,5
"3593",397645659,1,25
"3594",398030856,150,446
"3595",398030857,90,800
"3596",398030858,79,263
"3597",398030859,43,503
"3598",398030860,12,68
"3599",398030861,89,242
"3600",398030862,67,509
"3601",398030863,61,723
"3602",398035550,43,370
"3603",398035553,85,5828
"3604",398558728,2,15
"3605",399781312,1,399
"3606",405228374,4,44
"3607",405228377,4,57
"3608",405228379,6,402
"3609",406682433,80,319
"3610",407752157,5,266
"3611",414649371,5,1013
"3612",415217109,1,1
"3613",415217113,1,5
"3614",415217115,1,21
"3615",415566516,59,541
"3616",417319815,2,13
"3617",417319820,3,13
"3618",417894143,1,22
"3619",417894147,3,3
"3620",417894157,2,8
"3621",417894160,5,39
"3622",417894162,1,1
"3623",418653868,22,777
"3624",419935503,8,50
"3625",419935504,12,28
"3626",420021609,17,81
"3627",420021610,24,135
"3628",420339891,26,2135
"3629",420455890,15,545
"3630",420455891,14,407
"3631",421305605,9,182
"3632",423429119,1,10
"3633",424745508,1,6
"3634",425318820,10,49
"3635",425318822,11,64
"3636",425318823,14,355
"3637",427967026,15,405
"3638",429123178,117,6352
"3639",429123179,88,4243
"3640",429123180,30,1291
"3641",429123181,7,209
"3642",430528809,86,1168
"3643",430528855,1,1
"3644",430528863,2,3
"3645",430528866,2,10
"3646",430528867,2,23
"3647",430528868,2,4
"3648",430528904,2,270
"3649",430528907,1,146
"3650",430528909,2,6
"3651",430528911,2,111
"3652",431062642,10,101
"3653",434857293,5,23
"3654",434860177,47,1497
"3655",434872534,24,259
"3656",434872537,14,510
"3657",434872538,28,55
"3658",434872539,33,685
"3659",434872540,5,5
"3660",434872541,6,186
"3661",434873567,17,277
"3662",434873568,45,672
"3663",434878389,47,3417
"3664",434878390,55,1986
"3665",434878391,15,377
"3666",434878392,79,4594
"3667",434878393,10,14
"3668",434878394,12,631
"3669",434878395,2,2
"3670",434878396,19,36
"3671",434878397,68,273
"3672",434878398,48,1144
"3673",434878399,7,178
"3674",434878400,7,269
"3675",434878401,12,635
"3676",434878402,25,266
"3677",434879915,19,667
"3678",434879916,11,98
"3679",434879917,27,712
"3680",434879918,12,274
"3681",434879919,50,2965
"3682",434879920,73,3078
"3683",434879921,11,384
"3684",434879922,12,162
"3685",434879924,17,130
"3686",434879925,50,385
"3687",434879926,22,1217
"3688",434882584,14,30
"3689",434882585,13,138
"3690",434882587,112,4733
"3691",434882592,34,862
"3692",434882601,27,447
"3693",434884634,17,85
"3694",434884635,8,72
"3695",434896883,47,111
"3696",434896884,34,219
"3697",434896885,8,33
"3698",434896886,8,34
"3699",434896887,24,707
"3700",434896888,51,299
"3701",434896889,32,86
"3702",434896890,30,90
"3703",434896891,2,2
"3704",434896892,11,42
"3705",434897740,13,145
"3706",434897741,17,66
"3707",434897742,2,10
"3708",434897743,21,82
"3709",434897744,19,36
"3710",434897745,15,90
"3711",434897746,4,21
"3712",434897747,27,197
"3713",434897748,20,72
"3714",434897749,19,33
"3715",434897750,1,3
"3716",434897751,2,9
"3717",434897752,8,61
"3718",440117023,46,219
"3719",440117025,3,12
"3720",440117112,4,63
"3721",440117120,1,1
"3722",440117121,1,11
"3723",440117125,3,4
"3724",440117133,1,31
"3725",440117135,1,6
"3726",440117139,12,50
"3727",440117147,1,9
"3728",440117149,5,361
"3729",440117158,1,5
"3730",440117160,1,19
"3731",440117163,2,35
"3732",440117164,21,4177
"3733",440117166,19,162
"3734",440117167,1,22
"3735",440117168,12,725
"3736",440117169,9,1133
"3737",440117181,1,2
"3738",440117184,3,4
"3739",440117187,1,7
"3740",440117189,1,56
"3741",440117194,1,20
"3742",440117197,2,46
"3743",440117199,2,94
"3744",440117201,1,7
"3745",440117203,1,10
"3746",440117206,1,88
"3747",440117209,2,15
"3748",440117212,1,1
"3749",440117213,1,11
"3750",440117214,25,620
"3751",440117215,2,2
"3752",440117216,1,1
"3753",440117217,1,1
"3754",440120460,2,305
"3755",440389514,12,53
"3756",440389515,29,52
"3757",440389516,33,80
"3758",440389517,81,1019
"3759",440389518,49,1645
"3760",440389519,46,293
"3761",440681022,23,777
"3762",440681025,47,3292
"3763",441629734,3,5
"3764",441677227,2,45
"3765",441677257,6,11
"3766",441677259,11,39
"3767",441677260,1,71
"3768",441677263,3,15
"3769",441677268,2,40
"3770",441685499,3,75
"3771",441685500,2,38
"3772",441685555,2,2
"3773",441685556,1,7
"3774",441685559,2,3
"3775",441685560,2,19
"3776",441685563,3,49
"3777",441685565,2,21
"3778",441685569,2,7
"3779",441685573,2,7
"3780",441685574,1,24
"3781",441685576,2,31
"3782",441685577,1,18
"3783",441685578,3,13
"3784",441702408,5,27
"3785",441811512,1,8
"3786",441811712,1,10
"3787",441811753,1,19
"3788",441811768,1,38
"3789",441811786,1,2
"3790",441811794,1,21
"3791",443639195,1,7
"3792",443639196,1,5
"3793",443639197,1,4
"3794",443639210,2,86
"3795",443789659,1,1
"3796",443789661,2,53
"3797",444069160,2,36
"3798",444069190,8,104
"3799",444069195,1,12
"3800",444769185,1,170
"3801",445883071,4,7
"3802",446116945,1,1
"3803",446557314,21,460
"3804",446557315,7,10
"3805",446557316,1,3
"3806",446557317,10,1025
"3807",446878972,1,7
"3808",446878973,2,52
"3809",446878974,2,18
"3810",446878975,3,22
"3811",446878976,1,21
"3812",446878977,2,28
"3813",446878980,1,31
"3814",446878982,1,37
"3815",446887312,1,1
"3816",446887321,6,1201
"3817",447041910,1,108
"3818",447104329,64,608
"3819",447104330,14,124
"3820",447104331,49,304
"3821",447242480,2,30
"3822",447242501,7,404
"3823",447242503,4,20
"3824",447313060,35,638
"3825",447313061,34,72
"3826",447313062,40,460
"3827",447313530,32,40
"3828",447313531,41,149
"3829",447313532,43,1110
"3830",447733110,5,260
