"","way_id","sessions","points"
"1233",41018403,1,53
"1234",41018406,4,77
"1235",41096643,2,3
"1236",41096657,1,5
"1237",41096660,2,3
"1238",41096665,1,5
"1239",41097168,1,275
"1240",41182337,5,9
"1241",41182338,5,10
"1242",41379105,5,15
"1243",41379111,5,36
"1244",41380172,460,33313
"1245",41380173,398,31878
"1246",41594981,5,208
"1247",41595747,1,9
"1248",41595761,1,24
"1249",41597817,1,3
"1250",41597818,1,41
"1251",41738234,2,61
"1252",42621526,30,671
"1253",42743770,2,234
"1254",43247872,2,11
"1255",44093325,1,73
"1256",44094125,11,396
"1257",44095088,1,18
"1258",44157232,2,4
"1259",44157234,2,2
"1260",44157235,2,4
"1261",44157236,5,5
"1262",44157237,6,53
"1263",44157239,7,55
"1264",44157240,3,7
"1265",44157244,1,1
"1266",44157245,2,2
"1267",44157246,7,74
"1268",44157410,5,5
"1269",47938035,5,41
"1270",49982592,9,373
"1271",51228960,25,92
"1272",51228961,2,133
"1273",51230332,10,355
"1274",51230334,2,32
"1275",51230335,8,378
"1276",52070493,1,7
"1277",52070499,1,29
"1278",52070501,2,31
"1279",52070502,2,53
"1280",52070515,1,4
"1281",52070521,1,42
"1282",52070522,2,259
"1283",52070524,1,6
"1284",52089145,1,27
"1285",52704506,2,2
"1286",52885878,7,313
"1287",52936235,1,2
"1288",52936592,1,5
"1289",52944931,3,98
"1290",53033637,5,37
"1291",53048834,12,595
"1292",53354064,8,78
"1293",54936546,1,12
"1294",54936548,1,12
"1295",55503880,4,18
"1296",55504749,1,3
"1297",55581164,1,10
"1298",55581167,2,18
"1299",55581168,5,183
"1300",55581170,4,6
"1301",55584408,1,18
"1302",55594502,1,2
"1303",55594509,3,54
"1304",55594520,4,68
"1305",55594525,1,39
"1306",55597538,1,4
"1307",55597560,1,15
"1308",55602285,11,460
"1309",55603188,5,65
"1310",55604433,8,33
"1311",55604437,5,100
"1312",59525257,9,750
"1313",59525260,23,2289
"1314",60175223,26,1647
"1315",60175224,4,257
"1316",60175590,31,719
"1317",60175941,40,847
"1318",60461087,2,178
"1319",60461092,6,422
"1320",62075488,5,14
"1321",62075489,3,3
"1322",62075490,1,3
"1323",62075709,2,8
"1324",62075710,7,59
"1325",62087613,24,309
"1326",62087615,27,1279
"1327",62087616,1,5
"1328",62087617,37,2123
"1329",62087618,11,172
"1330",62087619,70,2016
"1331",62087620,1,35
"1332",62087621,2,5
"1333",62250100,5,271
"1334",62312653,9,69
"1335",63192525,328,11012
"1336",63202741,59,117
"1337",63202743,10,68
"1338",63202744,29,296
"1339",63202748,33,95
"1340",63634695,3,19
"1341",63634696,9,197
"1342",63844503,1,5
"1343",63844506,37,1775
"1344",63844513,2,3
"1345",63844517,1,1
"1346",63848181,10,477
"1347",64447160,19,392
"1348",70441339,4,136
"1349",75051332,3,3
"1350",75051337,6,41
"1351",75051346,1,3
"1352",75051356,1,291
"1353",75051418,2,2
"1354",75051483,3,26
"1355",94028590,11,122
"1356",94481891,18,482
"1357",94481893,7,412
"1358",94481895,5,207
"1359",94482353,1,17
"1360",94482354,1,12
"1361",94482355,3,77
"1362",94482358,7,645
"1363",94482360,3,10
"1364",95119706,9,298
"1365",95127163,2,15
"1366",95127165,24,403
"1367",95127166,6,15
"1368",95127168,2,134
"1369",95127169,17,419
"1370",95128760,47,2015
"1371",95128767,1,1
"1372",95141344,7,85
"1373",95141345,3,50
"1374",95141921,6,18
"1375",95141922,2,9
"1376",95141923,1,17
"1377",95162980,2,8
"1378",95162983,1,12
"1379",95162984,2,19
"1380",95162985,3,52
"1381",95162988,1,12
"1382",95162995,4,23
"1383",95162996,2,14
"1384",95163000,3,21
"1385",95163002,2,5
"1386",95163003,2,6
"1387",95163006,1,16
"1388",95163009,2,23
"1389",95163010,2,34
"1390",95163017,3,12
"1391",95163020,4,8
"1392",95361624,29,164
"1393",95361626,6,71
"1394",95361628,11,58
"1395",95363887,66,333
"1396",95363889,69,627
"1397",95562959,4,309
"1398",95582019,9,513
"1399",95660745,8,16
"1400",95791507,31,305
"1401",95791510,40,242
"1402",95791517,42,79
"1403",95791518,32,258
"1404",95791537,82,837
"1405",95791550,12,65
"1406",95802281,33,110
"1407",95802282,3,3
"1408",95802284,18,251
"1409",95802285,33,537
"1410",95802286,4,25
"1411",95841100,8,756
"1412",95841106,8,15
"1413",95841112,8,186
"1414",95841118,2,2
"1415",95841120,27,235
"1416",95841122,8,27
"1417",95841127,10,295
"1418",95841128,20,53
"1419",95841130,15,194
"1420",95841134,89,170
"1421",95841135,6,24
"1422",95841138,65,102
"1423",95841143,27,40
"1424",95841144,8,46
"1425",95841148,11,25
"1426",95841149,70,200
"1427",95841150,1,30
"1428",95841151,23,45
"1429",95841153,14,32
"1430",95841155,6,16
"1431",95841156,90,193
"1432",95841157,4,25
"1433",95841162,78,155
"1434",95843585,48,558
"1435",95843586,8,232
"1436",95843587,23,1144
"1437",95984918,48,379
"1438",96151239,37,4490
"1439",97233964,2,5
"1440",97235353,1,24
"1441",97235370,13,1498
"1442",98675904,4,331
"1443",98754010,16,300
"1444",98754087,6,1074
"1445",98754125,34,5395
"1446",98754140,1,86
"1447",98754161,10,33
"1448",98754249,3,17
"1449",98754350,1,1
"1450",98754371,3,21
"1451",98754426,3,9
"1452",98754616,8,197
"1453",98754617,1,1
"1454",98754677,1,32
"1455",98754808,5,22
"1456",98835800,16,124
"1457",98835808,9,780
"1458",98835813,6,36
"1459",98835848,19,256
"1460",98835856,1,1
"1461",98835859,7,426
"1462",98835870,2,14
"1463",98835871,4,29
"1464",98835873,4,4
"1465",98835875,22,220
"1466",98835877,1,33
"1467",98835886,7,215
"1468",98835888,6,87
"1469",98835906,7,101
"1470",98835914,2,65
"1471",98835918,3,4
"1472",98835919,4,21
"1473",98835923,15,175
"1474",98835932,5,481
"1475",98835945,1,3
"1476",98835949,3,188
"1477",98835956,23,932
"1478",98835967,1,8
"1479",98835969,4,220
"1480",98835973,1,8
"1481",98835995,1,148
"1482",98835997,4,36
"1483",98835999,1,12
"1484",98836024,1,3
"1485",98836025,1,21
"1486",98836036,1,1
"1487",98836037,4,41
"1488",98836053,28,145
"1489",98836069,1,54
"1490",98836077,1,18
"1491",98836102,33,149
"1492",98836113,8,98
"1493",98836115,2,4
"1494",98836126,2,144
"1495",99016335,23,55
"1496",99016357,3,88
"1497",99016362,20,25
"1498",99016365,1,554
"1499",99016404,24,464
"1500",99016455,5,37
"1501",99016507,3,47
"1502",99016587,1,4
"1503",99016596,1,18
"1504",99016627,5,59
"1505",99016644,5,19
"1506",99016651,20,209
"1507",99016660,9,343
"1508",99016680,2,38
"1509",99016693,38,1493
"1510",99016719,1,25
"1511",99016728,1,27
"1512",99016729,1,1
"1513",99016730,1,27
"1514",99016736,1,14
"1515",99185178,33,745
"1516",99238756,8,93
"1517",99238804,1,20
"1518",99238826,1,37
"1519",99256623,4,174
"1520",99256633,11,148
"1521",99256664,10,94
"1522",99256719,15,321
"1523",99256742,10,284
"1524",99256766,3,3
"1525",100862790,2,19
"1526",100862795,21,408
"1527",100862796,7,139
"1528",100862801,28,181
"1529",100862813,1,5
"1530",100862814,30,207
"1531",100862815,29,164
"1532",101117357,1,37
"1533",101117358,3,79
"1534",101117359,4,16
"1535",101118218,3,56
"1536",101118220,15,88
"1537",101153870,27,84
"1538",103844310,1,19
"1539",103844313,5,63
"1540",103865803,2,23
"1541",103865809,3,50
"1542",103866007,2,2
"1543",103916997,16,98
"1544",103916998,14,189
"1545",103917000,1,3
"1546",104179539,1,6
"1547",104179543,11,40
"1548",104179547,1,46
"1549",104685831,15,3006
"1550",104687535,1,23
"1551",104687536,1,47
"1552",104688711,5,323
"1553",104688715,1,15
"1554",104915569,32,1074
"1555",104915571,18,238
"1556",104916329,2,7
"1557",104916331,4,89
"1558",104916342,1,1
"1559",105482346,86,3735
"1560",105482347,64,577
"1561",105637463,17,277
"1562",105637465,12,80
"1563",105637466,10,226
"1564",105637468,5,53
"1565",105671668,3,8
"1566",105861006,2,121
"1567",105862059,3,68
"1568",105862061,3,33
"1569",106115722,3,20
"1570",106278871,1,21
"1571",106334851,316,15386
"1572",106334852,9,390
"1573",106334854,84,3258
"1574",106334856,12,370
"1575",106334857,33,1363
"1576",106334861,1,1
"1577",106334862,4,687
"1578",106334864,16,413
"1579",106334865,122,15167
"1580",106334866,3,22
"1581",106334867,19,497
"1582",106440984,13,135
"1583",106441012,85,3913
"1584",106441015,44,379
"1585",106466592,1,4
"1586",106466593,16,96
"1587",106466600,2,13
"1588",106466608,28,168
"1589",106466610,4,36
"1590",106466611,11,50
"1591",106466612,5,119
"1592",106466614,2,72
"1593",106466615,19,675
"1594",106466616,20,210
"1595",106466617,11,433
"1596",106572525,5,46
"1597",106572529,1,154
"1598",106572531,2,19
"1599",106572534,13,236
"1600",106572537,2,3
"1601",106586052,20,395
"1602",106586101,10,282
"1603",107430880,8,625
"1604",107613383,6,685
"1605",107613390,8,42
"1606",107613402,1,1
"1607",107613403,1,1
"1608",107613615,6,134
"1609",107826347,2,33
"1610",107958528,15,179
"1611",107958529,3,85
"1612",107958531,34,339
"1613",108219886,2,6
"1614",108333178,6,252
"1615",108333179,6,256
"1616",108353736,1,43
"1617",108353762,1,52
"1618",108353772,2,9
"1619",108385735,1,18
"1620",108385736,9,249
"1621",108390767,10,100
"1622",108390768,2,9
"1623",108390770,5,185
"1624",108390771,1,12
"1625",108390772,10,101
"1626",108480588,29,1108
"1627",109228442,19,901
"1628",109228512,1,10
"1629",109406986,3,13
"1630",109406990,4,61
"1631",110334887,3,90
"1632",110801268,19,93
"1633",110801269,9,170
"1634",110801271,22,902
"1635",110801275,14,217
"1636",110801277,21,444
"1637",112064480,9,633
"1638",112448957,4,256
"1639",112465238,3,712
"1640",112465240,11,670
"1641",112465243,13,447
"1642",112516904,12,2103
"1643",112517776,1,25
"1644",112588542,1,22
"1645",112631504,4,68
"1646",112635323,6,223
"1647",113804667,2,34
"1648",113804820,1,72
"1649",113844254,4,16
"1650",113849136,3,3
"1651",113849389,4,372
"1652",113849584,1,105
"1653",113957039,3,122
"1654",114207932,1,21
"1655",114207934,42,2114
"1656",114207936,1,2
"1657",115547978,3,22
"1658",115547979,1,34
"1659",115859554,37,6087
"1660",115860888,1,22
"1661",115861014,10,10
"1662",115861076,19,185
"1663",115861304,17,96
"1664",115861305,18,90
"1665",115861776,16,119
"1666",116610741,2,46
"1667",116610742,12,272
"1668",116611150,7,61
"1669",116611268,2,38
"1670",116613641,4,248
"1671",116720215,4,50
"1672",116871173,4,12
"1673",116878249,3,132
"1674",118148370,4,39
"1675",118148371,2,52
"1676",118148372,4,312
"1677",118148373,4,68
"1678",118148374,4,67
"1679",118148375,1,36
"1680",118148376,4,57
"1681",118153961,5,122
"1682",118153963,12,165
"1683",118670828,2,32
"1684",120692681,14,147
"1685",120692682,4,4
"1686",120692683,48,1986
"1687",120693467,3,24
"1688",120693470,12,33
"1689",120820880,11,342
"1690",120825321,3,13
"1691",120827012,8,17
"1692",120827015,1,10
"1693",120827345,1,1
"1694",120827346,1,1
"1695",120828168,11,63
"1696",120828170,2,10
"1697",121389587,7,281
"1698",124539828,32,1070
"1699",124718133,3,32
"1700",124718134,9,161
"1701",125000464,3,62
"1702",125000467,9,279
"1703",125000470,4,206
"1704",125000472,2,52
"1705",125000475,2,58
"1706",125102901,1,2
"1707",125102902,3,86
"1708",125102904,5,461
"1709",125150859,10,280
"1710",125150860,4,14
"1711",125150861,6,239
"1712",125151089,1,119
"1713",125151098,2,22
"1714",125151108,2,7
"1715",125151113,3,265
"1716",125151122,1,34
"1717",125151123,1,11
"1718",125151124,1,13
"1719",125513760,3,4
"1720",125513761,8,134
"1721",125513762,3,50
"1722",125513763,2,37
"1723",125513764,20,1807
"1724",125513766,7,73
"1725",125513767,5,5
"1726",125513768,1,1
"1727",125543263,8,500
"1728",125544058,15,609
"1729",125545708,1,9
"1730",125545711,3,157
"1731",125545713,3,54
"1732",125579632,1,9
"1733",125710756,6,79
"1734",125710757,1,18
"1735",125710759,1,7
"1736",126031415,3,3
"1737",126031416,3,5
"1738",126031421,9,134
"1739",126031424,7,362
"1740",126502559,16,264
"1741",126502564,11,373
"1742",126568160,1,3
"1743",126568161,1,1
"1744",128131494,20,385
"1745",128131495,18,2547
"1746",128131496,5,145
"1747",128133836,6,150
"1748",128244780,11,181
"1749",128245297,57,2429
"1750",128245298,49,178
"1751",128245299,5,19
"1752",128245300,3,7
"1753",128245796,3,33
"1754",128245797,11,30
"1755",128246659,5,47
"1756",128246660,6,111
"1757",128246785,1,1
"1758",128362569,4,11
"1759",128362570,4,250
"1760",128363655,11,424
"1761",128363656,5,45
"1762",128363657,14,263
"1763",128363658,35,2236
"1764",128363659,10,245
"1765",128363660,5,69
"1766",128363661,15,126
"1767",128432081,3,27
"1768",128463452,30,806
"1769",128635022,4,43
"1770",128823187,2,28
"1771",128823188,2,59
"1772",128823189,10,239
"1773",128825637,10,670
"1774",128825638,27,623
"1775",128825640,13,342
"1776",128825641,26,1675
"1777",128825643,20,386
"1778",128828529,4,11
"1779",128828530,3,56
"1780",130666508,8,82
"1781",131468673,2,35
"1782",132854387,1,14
"1783",132854551,5,45
"1784",132854916,1,31
"1785",132855252,3,26
"1786",133659510,2,85
"1787",135411080,16,202
"1788",135411081,14,224
"1789",135411468,22,1577
"1790",135411469,9,56
"1791",139449001,2,39
"1792",139465327,1,17
"1793",139465331,2,12
"1794",140054045,62,511
"1795",140758917,2,39
"1796",140758918,1,34
"1797",141434567,2,5
"1798",141434568,2,23
"1799",141434570,1,9
"1800",141434579,2,96
"1801",141434581,1,1
"1802",141434589,1,13
"1803",141434595,1,2
"1804",141434597,1,14
"1805",141434617,1,42
"1806",141434643,1,13
"1807",141434645,1,2
"1808",141434647,1,6
"1809",141434666,1,31
"1810",141434669,1,17
"1811",141434685,1,1
"1812",141434691,1,1
"1813",141434693,1,2
"1814",141434715,1,4
"1815",141434748,1,16
"1816",141434751,1,1
"1817",141434753,1,2
"1818",141434774,1,12
"1819",141435064,1,18
"1820",141435069,1,8
"1821",141435072,1,56
"1822",141435079,1,8
"1823",141435080,17,872
"1824",141435095,1,5
"1825",141435097,2,7
"1826",141435117,1,9
"1827",141435126,4,47
"1828",141435152,1,7
"1829",141435156,1,7
"1830",141435193,15,351
"1831",141435200,1,4
"1832",141435227,1,11
"1833",141435242,17,996
"1834",141444180,1,64
"1835",141444282,1,5
"1836",141472577,1,23
"1837",141475041,1,32
"1838",141475042,4,25
"1839",141475043,4,198
"1840",141476900,61,1117
"1841",141694626,1,63
"1842",141694831,1,17
"1843",142213956,7,211
"1844",142214758,3,377
"1845",142214759,8,185
"1846",142214763,2,335
"1847",142483675,1,2
"1848",142698134,2,83
"1849",142698141,3,102
"1850",142698144,6,1468
"1851",142698147,1,21
"1852",142698156,6,72
"1853",142698171,1,37
"1854",142698172,1,34
"1855",142698177,1,2
"1856",142698180,1,28
"1857",142698182,2,19
"1858",142698183,2,106
"1859",142699176,1,20
"1860",142699185,9,60
"1861",142699186,10,139
"1862",142699187,2,13
"1863",143633349,2,16
"1864",146186757,6,7
"1865",149939905,5,68
"1866",149939906,5,375
"1867",149939907,3,55
"1868",149942557,2,2
"1869",149942560,2,14
"1870",149942561,3,21
"1871",151767668,1,29
"1872",151767669,3,261
"1873",151767671,3,15
"1874",151767673,1,7
"1875",151767675,4,134
"1876",152189731,4,37
"1877",152618120,2,47
"1878",152618130,3,18
"1879",152651602,1,5
"1880",152988023,24,145
"1881",153804025,3,3
"1882",153804027,3,3
"1883",153804028,1,46
"1884",154505299,8,163
"1885",154515189,1,47
"1886",154515191,1,1
"1887",154994279,2,15
"1888",156208916,1,22
"1889",156208919,11,99
"1890",156209004,11,174
"1891",156209009,8,242
"1892",156211618,53,1552
"1893",156211619,10,107
"1894",156211620,20,177
"1895",156240030,2,15
"1896",156504637,2,36
"1897",156504646,3,21
"1898",156504653,2,10
"1899",156504655,1,6
"1900",156504657,1,4
"1901",156504757,23,46
"1902",156504790,25,84
"1903",156504794,3,17
"1904",156504798,1,1
"1905",156504810,25,272
"1906",157156090,2,46
"1907",157160144,5,206
"1908",157295454,2,16
"1909",157415812,1,58
"1910",158900209,4,15
"1911",158906049,3,103
"1912",158910667,1,30
"1913",159752061,1,110
"1914",159959889,19,715
"1915",159959890,39,244
"1916",159959891,30,1521
"1917",159959892,14,600
"1918",160199085,2,47
"1919",160379534,5,1080
"1920",160379536,4,236
"1921",160379537,17,7948
"1922",160379543,23,351
"1923",160379545,1,3
"1924",160379547,1,25
"1925",160503594,1,6
"1926",160503595,5,66
"1927",160503623,1,1
"1928",160503631,32,993
"1929",160503646,2,100
"1930",160503728,1,18
"1931",160503737,5,48
"1932",160503740,3,29
"1933",160503745,2,2
"1934",160503757,4,6
"1935",160503761,1,1
"1936",160503763,6,26
"1937",160503764,8,80
"1938",160503767,10,68
"1939",160503771,1,2
"1940",160503772,2,2
"1941",160503774,2,2
"1942",160503776,5,114
"1943",160503777,1,1
"1944",160503784,7,25
"1945",160503793,3,24
"1946",160503796,2,2
"1947",160503800,2,4
"1948",160503802,1,1
"1949",160503804,8,63
"1950",160503805,1,1
"1951",160503807,1,270
"1952",160503808,12,149
"1953",160503813,9,18
"1954",160503816,1,6
"1955",160503821,1,74
"1956",160503831,1,1
"1957",160503855,3,81
"1958",160503856,1,1
"1959",160503858,6,20
"1960",160503859,2,21
"1961",160503861,3,23
"1962",160503865,7,711
"1963",160503870,7,103
"1964",160503878,4,396
"1965",160503891,3,70
"1966",160503892,1,1
"1967",160503895,2,274
"1968",160503901,5,79
"1969",160503910,1,1
"1970",160503916,1,45
"1971",160503923,1,8
"1972",161123863,25,317
"1973",161123864,17,113
"1974",161123865,46,1033
"1975",161123871,19,30
"1976",161123872,20,51
"1977",161123874,39,1117
"1978",161123876,20,71
"1979",161123877,20,297
"1980",161123890,1,9
"1981",161123892,1,20
"1982",161123893,6,51
"1983",161123894,2,10
"1984",161123897,4,4
"1985",161123898,9,47
"1986",161123899,1,2
"1987",161123900,1,2
"1988",161123901,1,1
"1989",161123906,21,58
"1990",161123907,22,1256
"1991",161123908,3,28
"1992",161123909,3,17
"1993",161123915,7,60
"1994",161123997,50,1899
"1995",161123999,3,14
"1996",161124006,2,222
"1997",161124016,2,10
"1998",161124025,36,220
"1999",161124051,2,2
"2000",161124058,25,31
"2001",161124067,27,34
"2002",161124068,1,3
"2003",161124070,2,21
"2004",161124074,7,357
"2005",161124090,13,24
"2006",161124092,2,5
"2007",161124105,1,1
"2008",161124118,3,44
"2009",161124119,1,3
"2010",161124122,1,2
"2011",161124123,3,12
"2012",161124126,9,71
"2013",161124128,1,1
"2014",161124132,1,1
"2015",161124135,11,25
"2016",161124140,1,1
"2017",161124141,1,32
"2018",161124143,4,99
"2019",161124147,1,1
"2020",161124149,1,6
"2021",161124151,14,93
"2022",161124156,2,4
"2023",161124158,10,52
"2024",161124159,6,14
"2025",161124160,26,52
"2026",161124163,4,10
"2027",161124167,14,63
"2028",161124169,1,3
"2029",161124170,14,32
"2030",161124172,11,38
"2031",161124173,1,2
"2032",161124178,2,4
"2033",161124179,10,37
"2034",161124182,15,140
"2035",161124188,8,18
"2036",161124194,1,4
"2037",161124200,6,46
"2038",161124202,2,7
"2039",161124205,1,1
"2040",161124209,1,1
"2041",161124211,1,55
"2042",161124214,1,46
"2043",161124218,21,240
"2044",161124219,21,114
"2045",161124220,3,12
"2046",161124229,1,11
"2047",161124230,4,19
"2048",161124233,13,85
"2049",161124236,3,14
"2050",161124237,1,185
"2051",161124241,1,118
"2052",161124244,8,78
"2053",161124245,5,297
"2054",161124246,34,501
"2055",161124247,14,35
"2056",161124250,1,1
"2057",161124251,21,72
"2058",161124262,2,3
"2059",161124264,15,540
"2060",161124265,1,10
"2061",161124268,6,29
"2062",161124270,1,12
"2063",161124272,7,238
"2064",161124274,2,70
"2065",161124276,6,138
"2066",161124283,1,1
"2067",161124284,25,534
"2068",161124285,2,81
"2069",161124287,4,81
"2070",161124288,2,19
"2071",161124291,2,3
"2072",161124294,9,75
"2073",161124296,3,10
"2074",162102324,2,291
"2075",162102325,5,626
"2076",165052096,1,4
"2077",165660759,22,845
"2078",166972992,41,3449
"2079",166972993,27,92
"2080",166973017,62,3479
"2081",166973018,38,1265
"2082",167012773,1,15
"2083",167012774,4,100
"2084",167012775,20,365
"2085",167012776,2,30
"2086",167014506,3,18
"2087",167014898,1,1
"2088",167014901,1,1
"2089",167057944,2,2
"2090",167487325,1,2
"2091",167487326,12,343
"2092",167487327,11,296
"2093",167487335,2,28
"2094",167487340,3,16
"2095",167487341,5,89
"2096",167487342,3,29
"2097",167487343,6,47
"2098",167487346,6,20
"2099",167487350,1,9
"2100",167487352,1,7
"2101",167487354,3,119
"2102",167487355,1,7
"2103",167487356,11,392
"2104",167487357,63,1909
"2105",167487358,7,29
"2106",167487359,6,31
"2107",167487361,9,46
"2108",167487362,24,2411
"2109",167487363,30,594
"2110",167487364,29,829
"2111",167487365,3,10
"2112",167487366,1,31
"2113",167487367,2,10
"2114",167487368,1,1
"2115",167487370,54,677
"2116",167487371,22,309
"2117",167487372,46,797
"2118",167487373,2,8
"2119",167487374,2,6
"2120",167487377,4,138
"2121",167487378,12,379
"2122",167487379,18,35
"2123",167487380,2,15
"2124",167487382,3,19
"2125",167487383,5,339
"2126",167487384,10,120
"2127",167487385,9,343
"2128",167487388,8,171
"2129",167487390,3,29
"2130",167487394,1,5
"2131",167487395,1,1
"2132",167487398,2,92
"2133",167487401,1,1
"2134",167487406,3,3
"2135",167487416,3,4
"2136",167487423,2,2
"2137",167487434,1,1
"2138",167487441,9,9
"2139",167487447,1,4
"2140",167487460,2,8
"2141",167487468,3,103
"2142",167487473,2,6
"2143",167487479,6,21
"2144",167487481,10,20
"2145",167487492,3,9
"2146",167487498,1,13
"2147",167487502,1,29
"2148",167487505,6,270
"2149",167487506,1,40
"2150",167487510,5,30
"2151",167487526,3,5
"2152",167487529,7,128
"2153",167487531,19,1007
"2154",167487532,4,145
"2155",167487533,1,56
"2156",167487534,7,564
"2157",167487536,6,84
"2158",167487537,2,45
"2159",167487539,3,21
"2160",168970775,2,15
"2161",168970777,1,4
"2162",168970834,1,25
"2163",168970839,1,3
"2164",168970840,3,9
"2165",168970904,1,8
"2166",168970935,5,12
"2167",168970944,2,12
"2168",168970981,1,3
"2169",168970996,1,1
"2170",168970997,3,7
"2171",168971034,5,16
"2172",168971040,2,4
"2173",168971057,1,7
"2174",168971062,1,297
"2175",168971074,1,41
"2176",171944850,2,211
"2177",172889538,20,2795
"2178",172932225,9,745
"2179",172935953,2,1226
"2180",172956369,1,25
"2181",172956371,2,2
"2182",172956376,2,6
"2183",172956377,1,6
"2184",172956379,1,37
"2185",172956382,2,22
"2186",172956383,9,498
"2187",172956384,11,937
"2188",172956385,3,4
"2189",172956386,1,37
"2190",172956396,6,17
"2191",172956402,4,4
"2192",172956412,1,2
"2193",172956421,3,14
"2194",172956431,12,23
"2195",172956434,3,63
"2196",172956437,2,18
"2197",172956441,2,26
"2198",172956442,2,8
"2199",172956443,6,46
"2200",172956446,14,842
"2201",172956451,2,64
"2202",172956452,1,2
"2203",172956457,5,32
"2204",172956462,1,3
"2205",172956463,2,92
"2206",172956464,1,18
"2207",172956466,1,1
"2208",172956467,2,142
"2209",172956468,1,10
"2210",172956469,2,3
"2211",172956470,2,8
"2212",172956472,1,1
"2213",172956473,7,120
"2214",172956479,2,25
"2215",172956481,2,58
"2216",172956482,1,21
"2217",172956487,7,490
"2218",172956488,1,8
"2219",172956490,1,1
"2220",172956492,1,40
"2221",172956493,5,23
"2222",172956494,6,221
"2223",172956500,1,37
"2224",172956502,1,8
"2225",172956505,9,1422
"2226",172956509,2,12
"2227",172956511,1,7
"2228",172956512,2,31
"2229",172956513,1,11
"2230",172956514,2,28
"2231",172956515,5,29
"2232",172956518,3,148
"2233",172956520,4,199
"2234",172956522,5,98
"2235",172956524,1,17
"2236",172956525,2,7
"2237",172956527,2,32
"2238",172956528,6,138
"2239",172963168,2,16
"2240",172963169,10,238
"2241",172963170,2,29
"2242",172963172,1,2
"2243",172963173,1,1
"2244",172963174,1,1
"2245",172963176,4,5
"2246",172963690,3,26
"2247",172963691,4,15
"2248",173013103,73,8030
"2249",173013583,2,24
"2250",173014726,2,165
"2251",173072135,11,257
"2252",173072154,4,4
"2253",173072164,13,380
"2254",173072170,12,34
"2255",173072179,1,351
"2256",173155640,5,14
"2257",173155641,6,24
"2258",173155647,1,15
"2259",173184596,1,2
"2260",173184599,5,17
"2261",173184603,2,6
"2262",173184604,1,9
"2263",173184605,4,128
"2264",173184606,4,305
"2265",173372575,2,2
"2266",173372576,6,114
"2267",173372577,2,3
"2268",173372578,1,2
"2269",173372580,1,1
"2270",173372581,4,11
"2271",173372582,2,20
"2272",173372583,4,10
"2273",173372585,1,26
"2274",173372587,12,90
"2275",173372588,10,38
"2276",173372590,17,53
"2277",173372591,11,100
"2278",174689855,7,37
"2279",174689856,3,130
"2280",174689857,1,3
"2281",176070912,8,144
"2282",176070913,3,387
"2283",176070914,6,301
"2284",176070927,9,427
"2285",176070929,7,871
"2286",176134077,1,921
"2287",176943863,5,377
"2288",176944451,2,33
"2289",176958427,2,68
"2290",178413106,2,14
"2291",178413108,3,7
"2292",179890051,1,3
"2293",180004833,2,39
"2294",181590953,1,9
"2295",181592355,1,1
"2296",184562651,2,2
"2297",184562652,1,28
"2298",185013249,13,204
"2299",187314194,10,49
"2300",189312418,75,605
"2301",189312419,24,332
"2302",189908445,16,1077
"2303",189908446,182,10278
"2304",189908447,7,48
"2305",189908448,6,48
"2306",190128487,34,1589
"2307",190128490,36,546
"2308",190130383,8,25
"2309",190130385,2,10
"2310",190130388,5,204
"2311",190130392,2,58
"2312",190130393,1,1
"2313",190130394,1,3
"2314",190130395,1,10
"2315",190130397,10,194
"2316",190130399,1,11
"2317",191987944,21,183
"2318",193149514,47,476
"2319",194846393,4,173
"2320",194848300,1,35
"2321",194849406,2,140
"2322",195652230,1,220
"2323",195652231,1,2
"2324",195652232,2,18
"2325",195652234,19,634
"2326",195652236,1,2
"2327",195652240,1,49
"2328",195652241,1,31
"2329",195652243,2,61
"2330",195653648,1,12
"2331",196972617,1,14
"2332",197100020,7,48
"2333",197100437,1,51
"2334",197434949,6,78
"2335",197464423,3,186
"2336",197464424,12,150
"2337",198235291,14,490
"2338",198248589,11,379
"2339",198248907,2,8
"2340",198248908,2,47
"2341",198248909,2,11
"2342",198402459,5,127
"2343",198515579,1,3
"2344",198515581,1,6
"2345",198515632,4,38
"2346",199488827,11,1074
"2347",200072875,25,725
"2348",200205516,10,443
"2349",200207562,1,5
"2350",200207563,2,26
"2351",200493996,2,59
"2352",200835994,5,214
"2353",200836232,1,2
"2354",200836234,4,8
"2355",200836235,3,37
"2356",200967938,2,2
"2357",202382541,1,19
"2358",202388987,3,240
"2359",202388988,3,15
"2360",202832184,5,70
"2361",202834671,1,1
"2362",203776619,1,1
"2363",204656084,2,25
"2364",205600060,1,50
"2365",205638142,42,3077
"2366",205638144,67,2816
"2367",205638146,2,46
"2368",205638147,16,427
"2369",205638878,1,1
"2370",205638880,1,4
"2371",206328566,1,1
"2372",206328567,1,26
"2373",206328568,2,4
"2374",206328569,1,1
"2375",206328574,2,13
"2376",206328575,1,8
"2377",206384144,2,6
"2378",206384145,3,22
"2379",206384146,4,142
"2380",206540907,1,12
"2381",206558226,1,63
"2382",206558227,6,261
"2383",206558228,11,2278
"2384",206558236,4,120
"2385",206720845,21,1766
"2386",206720846,13,1679
"2387",206763650,3,17
"2388",206843929,58,759
"2389",206843931,92,1901
"2390",206867053,4,35
"2391",206867054,95,8756
"2392",206871908,2,31
